name,genre,year,duration,rating,director,language
Sangue do Meu Sangue,Drama,2011,115,7.1,João Canijo,Portuguese
Fantasia Lusitana,Drama,2010,105,6.9,João Canijo,Portuguese
The Invisible Collection,Drama,2012,95,7.0,Bernardo Pinheiro,Portuguese
The Sound of the Sea,Drama,2022,110,7.1,Leonel Vieira,Portuguese
Amor Impossível,Drama,2015,105,6.8,António Ferreira,Portuguese
The Consul of Bordeaux,Drama,2011,90,7.2,Francisco Manso,Portuguese
The Last Time I Saw Macau,Documentary,2012,85,6.9,João Pedro Rodrigues,Portuguese
To Die Like a Man,Drama,2009,122,6.8,João Pedro Rodrigues,Portuguese
The Ornithologist,Drama,2016,118,6.7,João Pedro Rodrigues,Portuguese
Will-o'-the-Wisp,Fantasy,2022,67,6.9,João Pedro Rodrigues,Portuguese
Colo,Drama,2017,96,6.8,Teresa Villaverde,Portuguese
The Mutants,Drama,1998,115,7.0,Teresa Villaverde,Portuguese
Transe,Drama,2006,115,6.7,Teresa Villaverde,Portuguese
Swirl,Drama,2022,105,6.9,João Maia,Portuguese
Bad Investigate,Comedy,2022,95,6.5,Carolina Neves,Portuguese
Variações,Drama,2019,122,7.1,João Maia,Portuguese
The Eternal Night,Drama,2021,115,6.8,Marco Martins,Portuguese
Saint George,Drama,2016,109,7.0,Marco Martins,Portuguese
How to Draw a Perfect Circle,Drama,2009,95,6.9,Marco Martins,Portuguese
The Nothing Factory,Drama,2017,177,7.2,Pedro Pinho,Portuguese
The Portuguese Woman,Drama,2018,115,6.8,Rita Azevedo Gomes,Portuguese
A Woman's Revenge,Drama,2012,135,7.0,Rita Azevedo Gomes,Portuguese
The Forest of the Lost,Drama,2021,105,6.7,Rodrigo Areias,Portuguese
The Domain,Drama,2019,175,7.3,Tiago Guedes,Portuguese
Sangue do Meu Sangue,Drama,2011,115,7.1,João Canijo,Portuguese
Fantasia Lusitana,Drama,2010,105,6.9,João Canijo,Portuguese
The Invisible Collection,Drama,2012,95,7.0,Bernardo Pinheiro,Portuguese
The Sound of the Sea,Drama,2022,110,7.1,Leonel Vieira,Portuguese
Amor Impossível,Drama,2015,105,6.8,António Ferreira,Portuguese
The Consul of Bordeaux,Drama,2011,90,7.2,Francisco Manso,Portuguese
The Last Time I Saw Macau,Documentary,2012,85,6.9,João Pedro Rodrigues,Portuguese
To Die Like a Man,Drama,2009,122,6.8,João Pedro Rodrigues,Portuguese
The Ornithologist,Drama,2016,118,6.7,João Pedro Rodrigues,Portuguese
Will-o'-the-Wisp,Fantasy,2022,67,6.9,João Pedro Rodrigues,Portuguese
Colo,Drama,2017,96,6.8,Teresa Villaverde,Portuguese
The Mutants,Drama,1998,115,7.0,Teresa Villaverde,Portuguese
Transe,Drama,2006,115,6.7,Teresa Villaverde,Portuguese
Swirl,Drama,2022,105,6.9,João Maia,Portuguese
Bad Investigate,Comedy,2022,95,6.5,Carolina Neves,Portuguese
Variações,Drama,2019,122,7.1,João Maia,Portuguese
The Eternal Night,Drama,2021,115,6.8,Marco Martins,Portuguese
Saint George,Drama,2016,109,7.0,Marco Martins,Portuguese
How to Draw a Perfect Circle,Drama,2009,95,6.9,Marco Martins,Portuguese
The Nothing Factory,Drama,2017,177,7.2,Pedro Pinho,Portuguese
The Portuguese Woman,Drama,2018,115,6.8,Rita Azevedo Gomes,Portuguese
A Woman's Revenge,Drama,2012,135,7.0,Rita Azevedo Gomes,Portuguese
The Forest of the Lost,Drama,2021,105,6.7,Rodrigo Areias,Portuguese
The Domain,Drama,2019,175,7.3,Tiago Guedes,Portuguese
Sangue do Meu Sangue,Drama,2011,115,7.1,João Canijo,Portuguese
Fantasia Lusitana,Drama,2010,105,6.9,João Canijo,Portuguese
The Invisible Collection,Drama,2012,95,7.0,Bernardo Pinheiro,Portuguese
The Sound of the Sea,Drama,2022,110,7.1,Leonel Vieira,Portuguese
Amor Impossível,Drama,2015,105,6.8,António Ferreira,Portuguese
The Consul of Bordeaux,Drama,2011,90,7.2,Francisco Manso,Portuguese
The Last Time I Saw Macau,Documentary,2012,85,6.9,João Pedro Rodrigues,Portuguese
To Die Like a Man,Drama,2009,122,6.8,João Pedro Rodrigues,Portuguese
The Ornithologist,Drama,2016,118,6.7,João Pedro Rodrigues,Portuguese
Will-o'-the-Wisp,Fantasy,2022,67,6.9,João Pedro Rodrigues,Portuguese
Colo,Drama,2017,96,6.8,Teresa Villaverde,Portuguese
The Mutants,Drama,1998,115,7.0,Teresa Villaverde,Portuguese
Transe,Drama,2006,115,6.7,Teresa Villaverde,Portuguese
Swirl,Drama,2022,105,6.9,João Maia,Portuguese
Bad Investigate,Comedy,2022,95,6.5,Carolina Neves,Portuguese
Variações,Drama,2019,122,7.1,João Maia,Portuguese
The Eternal Night,Drama,2021,115,6.8,Marco Martins,Portuguese
Saint George,Drama,2016,109,7.0,Marco Martins,Portuguese
How to Draw a Perfect Circle,Drama,2009,95,6.9,Marco Martins,Portuguese
Leviathan,Drama,2014,141,7.6,Andrey Zvyagintsev,Russian
Loveless,Drama,2017,127,7.7,Andrey Zvyagintsev,Russian
The Return,Drama,2003,106,7.9,Andrey Zvyagintsev,Russian
Elena,Drama,2011,109,7.3,Andrey Zvyagintsev,Russian
Solaris,Science Fiction,1972,167,8.1,Andrei Tarkovsky,Russian
Stalker,Science Fiction,1979,162,8.1,Andrei Tarkovsky,Russian
Andrei Rublev,History,1966,205,8.1,Andrei Tarkovsky,Russian
The Mirror,Drama,1975,107,8.1,Andrei Tarkovsky,Russian
Nostalghia,Drama,1983,125,8.0,Andrei Tarkovsky,Russian
The Sacrifice,Drama,1986,149,8.0,Andrei Tarkovsky,Russian
Moscow Does Not Believe in Tears,Drama,1980,148,8.1,Vladimir Menshov,Russian
The Irony of Fate,Comedy,1975,184,8.2,Eldar Ryazanov,Russian
Office Romance,Comedy,1977,159,8.1,Eldar Ryazanov,Russian
The Diamond Arm,Comedy,1969,94,8.2,Leonid Gaidai,Russian
Ivan Vasilievich: Back to the Future,Comedy,1973,88,8.1,Leonid Gaidai,Russian
Kidnapping, Caucasian Style,Comedy,1967,82,8.1,Leonid Gaidai,Russian
Operation Y and Shurik's Other Adventures,Comedy,1965,90,8.3,Leonid Gaidai,Russian
Battleship Potemkin,History,1925,75,7.9,Sergei Eisenstein,Russian
Alexander Nevsky,History,1938,112,7.6,Sergei Eisenstein,Russian
Ivan the Terrible,History,1944,187,7.7,Sergei Eisenstein,Russian
War and Peace,War,1966,422,8.2,Sergei Bondarchuk,Russian
Waterloo,History,1970,134,7.3,Sergei Bondarchuk,Russian
They Fought for Their Motherland,War,1975,137,8.0,Sergei Bondarchuk,Russian
The Cranes Are Flying,War,1957,97,8.2,Mikhail Kalatozov,Russian
I Am Cuba,Drama,1964,141,7.9,Mikhail Kalatozov,Russian
The Letter That Was Never Sent,Drama,1960,97,7.7,Mikhail Kalatozov,Russian
Ballad of a Soldier,War,1959,88,8.1,Grigory Chukhray,Russian
Clear Skies,Drama,1961,109,7.8,Grigory Chukhray,Russian
The Forty-First,Drama,1956,88,7.6,Grigory Chukhray,Russian
Come and See,War,1985,142,8.4,Elem Klimov,Russian
Rasputin,Drama,2011,113,6.5,José Luis Moreno,Russian
The Barber of Siberia,Comedy,1998,180,7.6,Nikita Mikhalkov,Russian
Burnt by the Sun,Drama,1994,135,7.8,Nikita Mikhalkov,Russian
12,Crime,2007,159,7.7,Nikita Mikhalkov,Russian
Close to Eden,Drama,1991,106,7.4,Nikita Mikhalkov,Russian
An Unfinished Piece for Mechanical Piano,Drama,1977,103,8.2,Nikita Mikhalkov,Russian
Five Evenings,Drama,1978,101,8.0,Nikita Mikhalkov,Russian
Oblivion,Drama,2015,120,6.8,Andrey Proshkin,Russian
The Geographer Drank His Globe Away,Drama,2013,123,7.6,Aleksandr Veledinskiy,Russian
The Student,Drama,2016,118,7.2,Kirill Serebrennikov,Russian
Leto,Music,2018,126,7.1,Kirill Serebrennikov,Russian
Petrov's Flu,Drama,2021,145,7.0,Kirill Serebrennikov,Russian
The Duelist,Action,2016,110,6.7,Aleksey Mizgirev,Russian
About Love,Drama,2017,105,6.5,Anna Melikyan,Russian
The Edge,Drama,2010,124,7.5,Aleksey Uchitel,Russian
The Captive,Drama,2008,90,6.8,Aleksey Uchitel,Russian
Spacewalk,History,2017,140,6.6,Dmitriy Kiselev,Russian
Attraction,Science Fiction,2017,132,5.7,Fyodor Bondarchuk,Russian
Invasion,Science Fiction,2020,133,5.8,Fyodor Bondarchuk,Russian
The Blackout,Science Fiction,2019,135,5.9,Egor Baranov,Russian
Gogol. The Beginning,Thriller,2017,103,5.8,Egor Baranov,Russian
Gogol. Viy,Thriller,2018,99,5.9,Egor Baranov,Russian
Gogol. Terrible Revenge,Thriller,2018,90,5.7,Egor Baranov,Russian
The Last Warrior,Fantasy,2017,114,6.1,Dmitriy Dyachenko,Russian
The Last Warrior: Root of Evil,Fantasy,2021,121,6.2,Dmitriy Dyachenko,Russian
The Last Warrior: A Messenger of Darkness,Fantasy,2021,108,6.0,Dmitriy Dyachenko,Russian
Salyut-7,History,2017,130,7.1,Klim Shipenko,Russian
Serf,Comedy,2019,116,6.3,Klim Shipenko,Russian
Text,Drama,2019,132,6.8,Klim Shipenko,Russian
The Challenge,Science Fiction,2023,165,6.5,Klim Shipenko,Russian
Ice,Sports,2018,113,6.5,Oleg Trofim,Russian
Ice 2,Sports,2020,132,6.2,Zhorik Kryzhovnikov,Russian
Fire,Action,2020,136,6.0,Aleksey Nuzhnyy,Russian
Silver Skates,Romance,2020,136,6.7,Mikhail Lokshin,Russian
The Age of Pioneers,History,2017,140,6.9,Dmitriy Kiselev,Russian
T-34,War,2018,139,6.5,Aleksey Sidorov,Russian
The Balkan Line,War,2019,151,6.4,Andrey Volgin,Russian
Stalingrad,War,2013,135,6.1,Fyodor Bondarchuk,Russian
The Dawns Here Are Quiet,War,2015,120,6.8,Renat Davletyarov,Russian
The Last Frontier,War,2020,122,6.3,Vadim Shmelev,Russian
Panfilov's 28 Men,War,2016,120,6.4,Kim Druzhinin,Russian
Sputnik,Science Fiction,2020,113,6.4,Egor Abramenko,Russian
Coma,Science Fiction,2020,111,6.1,Nikita Argunov,Russian
Major Grom: Plague Doctor,Action,2021,137,6.7,Oleg Trofim,Russian
The Black Monk,Thriller,2022,105,6.2,Ivan Tverdovskiy,Russian
Captain Volkonogov Escaped,Thriller,2021,126,6.9,Aleksey Chupov,Russian
The Superdeep,Horror,2020,113,5.6,Arseny Syuhin,Russian
The Bride,Horror,2017,89,5.8,Svyatoslav Podgaevskiy,Russian
The Queen of Spades,Horror,2016,95,5.9,Pavel Lungin,Russian
The Darkest Hour,Horror,2021,105,5.7,Nikolay Khomeriki,Russian
The Execution,Thriller,2021,108,6.3,Lado Kvataniya,Russian
Nuremberg,History,2023,119,6.8,Nikolay Lebedev,Russian
The One,Action,2022,105,6.0,Dmitriy Suvorov,Russian
The Pilot. A Battle for Survival,War,2021,105,6.4,Renat Davletyarov,Russian
A Rough Draft,Science Fiction,2018,112,5.9,Sergey Mokritskiy,Russian
The Last Minister,Thriller,2022,115,6.2,Klim Shipenko,Russian
The World Champion,Drama,2021,134,6.7,Aleksey Sidorov,Russian
The Irony of Fate 2,Comedy,2007,116,5.8,Timur Bekmambetov,Russian
What Men Talk About,Comedy,2010,93,7.1,Dzhanik Fayziev,Russian
What Men Still Talk About,Comedy,2011,85,6.8,Dzhanik Fayziev,Russian
Yolki,Comedy,2010,90,6.2,Tимур Бекмамбетов,Russian
Yolki 2,Comedy,2011,106,5.9,Aleksandr Kott,Russian
Yolki 3,Comedy,2013,108,5.7,Aleksandr Kott,Russian
Yolki 1914,Comedy,2014,95,5.5,Dmitriy Kiselev,Russian
Yolki 5,Comedy,2016,89,5.3,Egor Baranov,Russian
The Best Day,Comedy,2019,90,6.0,Zhorik Kryzhovnikov,Russian
Gorko!,Comedy,2013,95,6.7,Zhorik Kryzhovnikov,Russian
Gorko! 2,Comedy,2015,90,6.3,Zhorik Kryzhovnikov,Russian
Gorko! 3,Comedy,2017,85,5.9,Zhorik Kryzhovnikov,Russian
The Kitchen,Comedy,2014,100,6.5,Dmitriy Dyachenko,Russian
The Kitchen in Paris,Comedy,2023,110,6.2,Dmitriy Dyachenko,Russian
Hotel Belgrade,Comedy,2020,95,5.8,Konstantin Statskiy,Russian
The Last Bogatyr,Fantasy,2017,114,6.1,Dmitriy Dyachenko,Russian
The Last Bogatyr: The Root of Evil,Fantasy,2021,121,6.2,Dmitriy Dyachenko,Russian
The Last Bogatyr: The Messenger of Darkness,Fantasy,2021,108,6.0,Dmitriy Dyachenko,Russian
Furious,Action,2017,118,5.9,Ivan Shurkhovetskiy,Russian
Furious 2,Action,2020,125,5.7,Ivan Shurkhovetskiy,Russian
Beyond the Edge,Thriller,2018,105,5.8,Aleksandr Boguslavskiy,Russian
The Ghost,Thriller,2015,95,5.6,Aleksandr Voytinskiy,Russian
Mafia: The Game of Survival,Action,2016,110,5.9,Sarik Andreasyan,Russian
Guardians,Action,2017,89,5.3,Sarik Andreasyan,Russian
The Blackout,Science Fiction,2019,135,5.9,Egor Baranov,Russian
Coma,Science Fiction,2020,111,6.1,Nikita Argunov,Russian
The Text,Drama,2019,132,6.8,Klim Shipenko,Russian
Captain Volkonogov Escaped,Thriller,2021,126,6.9,Aleksey Chupov,Russian
The Execution,Thriller,2021,108,6.3,Lado Kvataniya,Russian
Nuremberg,History,2023,119,6.8,Nikolay Lebedev,Russian
The One,Action,2022,105,6.0,Dmitriy Suvorov,Russian
The Pilot. A Battle for Survival,War,2021,105,6.4,Renat Davletyarov,Russian
A Rough Draft,Science Fiction,2018,112,5.9,Sergey Mokritskiy,Russian
The Last Minister,Thriller,2022,115,6.2,Klim Shipenko,Russian
The World Champion,Drama,2021,134,6.7,Aleksey Sidorov,Russian
Parasite,Thriller,2019,132,8.6,Bong Joon-ho,Korean
Oldboy,Thriller,2003,120,8.4,Park Chan-wook,Korean
Memories of Murder,Crime,2003,132,8.1,Bong Joon-ho,Korean
The Handmaiden,Thriller,2016,145,8.1,Park Chan-wook,Korean
Train to Busan,Horror,2016,118,7.6,Yeong Sang-ho,Korean
The Wailing,Horror,2016,156,7.4,Na Hong-jin,Korean
A Taxi Driver,History,2017,137,7.9,Jang Hoon,Korean
The Host,Horror,2006,120,7.1,Bong Joon-ho,Korean
Burning,Thriller,2018,148,7.5,Lee Chang-dong,Korean
Mother,Thriller,2009,128,7.8,Bong Joon-ho,Korean
Sympathy for Mr. Vengeance,Crime,2002,129,7.6,Park Chan-wook,Korean
Lady Vengeance,Thriller,2005,112,7.6,Park Chan-wook,Korean
I Saw the Devil,Thriller,2010,144,7.8,Kim Jee-woon,Korean
The Man from Nowhere,Action,2010,119,7.8,Lee Jeong-beom,Korean
A Bittersweet Life,Crime,2005,120,7.6,Kim Jee-woon,Korean
The Chaser,Thriller,2008,125,7.8,Na Hong-jin,Korean
The Yellow Sea,Crime,2010,157,7.7,Na Hong-jin,Korean
Silenced,Drama,2011,125,7.9,Hwang Dong-hyuk,Korean
Miss Granny,Comedy,2014,124,7.3,Hwang Dong-hyuk,Korean
The Attorney,Drama,2013,127,7.7,Yang Woo-suk,Korean
Ode to My Father,Drama,2014,126,7.9,Yoon Je-kyoon,Korean
Assassination,Action,2015,140,7.6,Choi Dong-hoon,Korean
The Thieves,Action,2012,135,7.2,Choi Dong-hoon,Korean
The Admiral: Roaring Currents,History,2014,128,7.1,Kim Han-min,Korean
Masquerade,History,2012,131,7.6,Choo Chang-min,Korean
The King and the Clown,Drama,2005,119,7.6,Lee Joon-ik,Korean
Taegukgi,War,2004,140,8.1,Kang Je-gyu,Korean
Joint Security Area,Thriller,2000,110,7.8,Park Chan-wook,Korean
My Sassy Girl,Comedy,2001,137,7.8,Kwak Jae-yong,Korean
My Wife is a Gangster,Comedy,2001,108,6.6,Jo Jin-gyu,Korean
Welcome to Dongmakgol,Comedy,2005,133,7.8,Park Kwang-hyun,Korean
The Good, the Bad, the Weird,Action,2008,139,7.2,Kim Jee-woon,Korean
The Host,Horror,2006,120,7.1,Bong Joon-ho,Korean
The Age of Shadows,Thriller,2016,140,7.1,Kim Jee-woon,Korean
A Tale of Two Sisters,Horror,2003,115,7.2,Kim Jee-woon,Korean
The Divine Fury,Horror,2019,129,6.2,Kim Joo-hwan,Korean
The Priests,Horror,2015,108,6.5,Jang Jae-hyun,Korean
The Mimic,Horror,2017,100,5.8,Huh Jung,Korean
Gonjiam: Haunted Asylum,Horror,2018,95,6.2,Jung Bum-shik,Korean
The Wailing,Horror,2016,156,7.4,Na Hong-jin,Korean
Train to Busan,Horror,2016,118,7.6,Yeong Sang-ho,Korean
Peninsula,Action,2020,116,5.5,Yeong Sang-ho,Korean
Psychokinesis,Comedy,2018,101,6.1,Yeong Sang-ho,Korean
Seoul Station,Animation,2016,92,6.3,Yeong Sang-ho,Korean
The Witch: Part 1. The Subversion,Action,2018,125,7.1,Park Hoon-jung,Korean
The Witch: Part 2. The Other One,Action,2022,137,6.8,Park Hoon-jung,Korean
New World,Crime,2013,134,7.6,Park Hoon-jung,Korean
Veteran,Action,2015,123,7.1,Ryoo Seung-wan,Korean
The Berlin File,Action,2013,120,6.9,Ryoo Seung-wan,Korean
The Battleship Island,War,2017,132,6.8,Ryoo Seung-wan,Korean
Escape from Mogadishu,Action,2021,121,7.3,Ryoo Seung-wan,Korean
The Outlaws,Action,2017,121,7.2,Kang Yoon-sung,Korean
The Roundup,Action,2022,106,7.0,Lee Sang-yong,Korean
The Gangster, The Cop, The Devil,Action,2019,109,7.0,Lee Won-tae,Korean
Deliver Us from Evil,Action,2020,108,6.9,Hong Won-chan,Korean
The Swordsman,Action,2020,101,6.5,Choi Jae-hoon,Korean
Space Sweepers,Science Fiction,2021,136,6.6,Jo Sung-hee,Korean
Illang: The Wolf Brigade,Science Fiction,2018,140,6.1,Kim Jee-woon,Korean
Snowpiercer,Science Fiction,2013,126,7.1,Bong Joon-ho,Korean
Okja,Science Fiction,2017,120,7.3,Bong Joon-ho,Korean
The Flu,Thriller,2013,122,6.9,Kim Sung-su,Korean
Pandora,Thriller,2016,136,6.5,Park Jung-woo,Korean
Ashfall,Action,2019,128,6.4,Lee Hae-jun,Korean
Exit,Comedy,2019,103,6.9,Lee Sang-geun,Korean
Extreme Job,Comedy,2019,111,7.2,Lee Byeong-heon,Korean
Midnight Runners,Comedy,2017,109,7.2,Kim Joo-hwan,Korean
Twenty,Comedy,2015,115,6.9,Lee Byeong-heon,Korean
Secret Zoo,Comedy,2020,118,6.7,Son Jae-gon,Korean
Samjin Company English Class,Comedy,2020,110,6.8,Lee Jong-pil,Korean
Okay! Madam,Comedy,2020,100,6.3,Lee Cheol-ha,Korean
Hitman: Agent Jun,Comedy,2020,110,6.4,Choi Won-sub,Korean
Pawn,Comedy,2020,112,6.2,Kang Dae-gyu,Korean
The Bros,Comedy,2017,102,6.5,Jang Yoo-jeong,Korean
Sunny,Comedy,2011,124,7.8,Kang Hyeong-cheol,Korean
Scandal Makers,Comedy,2008,132,7.5,Kang Hyeong-cheol,Korean
Miracle in Cell No. 7,Drama,2013,127,8.2,Lee Hwan-kyung,Korean
Hope,Drama,2013,122,7.7,Lee Joon-ik,Korean
A Werewolf Boy,Romance,2012,124,7.3,Jo Sung-hee,Korean
Always,Romance,2011,105,7.4,Song Il-gon,Korean
A Moment to Remember,Romance,2004,144,8.2,Lee Jae-han,Korean
The Classic,Romance,2003,127,7.8,Gwak Jae-yong,Korean
My Little Bride,Comedy,2004,115,6.9,Kim Ho-jun,Korean
200 Pounds Beauty,Comedy,2006,120,6.9,Kim Yong-hwa,Korean
The Beauty Inside,Romance,2015,127,7.2,Baik,Korean
Architecture 101,Romance,2012,116,7.3,Lee Yong-ju,Korean
On Your Wedding Day,Romance,2018,110,7.0,Lee Seok-geun,Korean
Tune in for Love,Romance,2019,122,6.9,Jung Ji-woo,Korean
More Than Blue,Romance,2009,105,7.5,Won Tae-yeon,Korean
A Love Story,Romance,2006,121,7.1,Won Tae-yeon,Korean
The Last Princess,History,2016,127,7.1,Hur Jin-ho,Korean
Forbidden Dream,History,2019,110,6.8,Hur Jin-ho,Korean
The Face Reader,History,2013,139,7.1,Han Jae-rim,Korean
The Throne,History,2015,125,7.1,Lee Joon-ik,Korean
The Fortress,History,2017,139,7.0,Hwang Dong-hyuk,Korean
The Pirates,Adventure,2014,130,6.7,Lee Seok-hoon,Korean
The Himalayas,Adventure,2015,124,7.0,Lee Seok-hoon,Korean
Along with the Gods: The Two Worlds,Fantasy,2017,139,7.3,Kim Yong-hwa,Korean
Along with the Gods: The Last 49 Days,Fantasy,2018,142,7.0,Kim Yong-hwa,Korean
The Divine Move,Action,2014,118,6.7,Jo Beom-goo,Korean
The Fatal Encounter,History,2014,135,6.7,Lee Jae-kyoo,Korean
The King's Case Note,History,2017,114,6.5,Moon Hyun-sung,Korean
The Princess and the Matchmaker,Comedy,2018,110,6.2,Hong Chang-pyo,Korean
The Dude in Me,Comedy,2019,122,6.7,Kang Hyo-jin,Korean
The Bad Guys: Reign of Chaos,Action,2019,114,5.9,Son Yong-ho,Korean
The Closet,Horror,2020,97,5.8,Kim Kwang-bin,Korean
The Call,Thriller,2020,112,7.1,Lee Chung-hyun,Korean
Alive,Horror,2020,98,6.3,Cho Il-hyung,Korean
#Alive,Horror,2020,98,6.3,Cho Il-hyung,Korean
Time to Hunt,Thriller,2020,134,6.5,Yoon Sung-hyun,Korean
Night in Paradise,Crime,2020,131,6.5,Park Hoon-jung,Korean
Steel Rain,Action,2017,139,6.9,Yang Woo-suk,Korean
Steel Rain 2: Summit,Action,2020,132,5.9,Yang Woo-suk,Korean
The Negotiation,Thriller,2018,114,6.7,Lee Jong-suk,Korean
Default,Drama,2018,114,6.8,Choi Kook-hee,Korean
Black Money,Drama,2019,113,6.5,Jung Ji-woo,Korean
Innocent Witness,Drama,2019,129,7.0,Lee Han,Korean
Beasts Clawing at Straws,Crime,2020,108,7.1,Kim Yong-hoon,Korean
Lucky Chan-sil,Drama,2019,116,6.8,Kim Cho-hee,Korean
Moving On,Drama,2019,101,6.9,Yoon Dan-bi,Korean
Baseball Girl,Drama,2019,101,6.7,Choi Yun-tae,Korean
Kim Ji-young: Born 1982,Drama,2019,118,7.1,Kim Do-young,Korean
House of Hummingbird,Drama,2018,138,7.6,Kim Bora,Korean
Microhabitat,Drama,2017,106,7.2,Jeon Go-woon,Korean
Our Body,Drama,2019,116,6.9,Han Ka-ram,Korean
Maggie,Drama,2018,89,6.6,Yi Ok-seop,Korean
A Boy and Sungreen,Drama,2019,107,7.0,Kim Hyun-jung,Korean
Young Adult Matters,Drama,2019,108,6.7,Lee Hwan-kyung,Korean
The Day After,Drama,2017,92,7.1,Hong Sang-soo,Korean
Hotel by the River,Drama,2018,96,7.2,Hong Sang-soo,Korean
Grass,Drama,2018,66,7.0,Hong Sang-soo,Korean
The Woman Who Ran,Drama,2020,77,6.9,Hong Sang-soo,Korean
Introduction,Drama,2021,66,6.8,Hong Sang-soo,Korean
In Front of Your Face,Drama,2021,85,7.3,Hong Sang-soo,Korean
The Novelist's Film,Drama,2022,92,6.9,Hong Sang-soo,Korean
Walk Up,Drama,2022,97,6.8,Hong Sang-soo,Korean
In Water,Drama,2023,61,6.5,Hong Sang-soo,Korean
Crouching Tiger, Hidden Dragon,Action,2000,120,7.9,Ang Lee,Chinese
In the Mood for Love,Drama,2000,98,8.1,Wong Kar-wai,Chinese
Hero,Action,2002,99,7.9,Zhang Yimou,Chinese
House of Flying Daggers,Action,2004,119,7.6,Zhang Yimou,Chinese
Curse of the Golden Flower,Drama,2006,114,7.0,Zhang Yimou,Chinese
The Grandmaster,Action,2013,130,6.6,Wong Kar-wai,Chinese
Chungking Express,Drama,1994,102,8.1,Wong Kar-wai,Chinese
Fallen Angels,Crime,1995,96,7.7,Wong Kar-wai,Chinese
Happy Together,Drama,1997,96,7.7,Wong Kar-wai,Chinese
2046,Science Fiction,2004,129,7.5,Wong Kar-wai,Chinese
Days of Being Wild,Drama,1990,94,7.6,Wong Kar-wai,Chinese
Ashes of Time,Drama,1994,100,7.0,Wong Kar-wai,Chinese
The Killer,Action,1989,111,7.8,John Woo,Chinese
Hard Boiled,Action,1992,128,7.8,John Woo,Chinese
A Better Tomorrow,Action,1986,95,7.6,John Woo,Chinese
A Better Tomorrow II,Action,1987,105,7.1,John Woo,Chinese
The Bride with White Hair,Fantasy,1993,89,7.2,Ronny Yu,Chinese
Infernal Affairs,Crime,2002,101,8.1,Andrew Lau,Chinese
Infernal Affairs II,Crime,2003,119,7.8,Andrew Lau,Chinese
Infernal Affairs III,Crime,2003,118,7.0,Andrew Lau,Chinese
Eat Drink Man Woman,Drama,1994,124,7.8,Ang Lee,Chinese
The Wedding Banquet,Comedy,1993,106,7.6,Ang Lee,Chinese
Lust, Caution,Drama,2007,157,7.5,Ang Lee,Chinese
Red Cliff,Action,2008,148,7.4,John Woo,Chinese
Red Cliff II,Action,2009,142,7.3,John Woo,Chinese
Fearless,Action,2006,104,7.7,Ronny Yu,Chinese
Ip Man,Action,2008,106,8.0,Wilson Yip,Chinese
Ip Man 2,Action,2010,108,7.5,Wilson Yip,Chinese
Ip Man 3,Action,2015,105,7.0,Wilson Yip,Chinese
Ip Man 4: The Finale,Action,2019,107,7.2,Wilson Yip,Chinese
Kung Fu Hustle,Comedy,2004,99,7.7,Stephen Chow,Chinese
Shaolin Soccer,Comedy,2001,112,7.3,Stephen Chow,Chinese
Journey to the West,Comedy,2013,110,7.0,Stephen Chow,Chinese
The Mermaid,Comedy,2016,94,6.3,Stephen Chow,Chinese
The God of Cookery,Comedy,1996,95,7.3,Stephen Chow,Chinese
For a Few Less Dollars,Comedy,1994,94,6.8,Stephen Chow,Chinese
Fist of Fury,Action,1972,106,7.3,Lo Wei,Chinese
The Way of the Dragon,Action,1972,100,7.5,Bruce Lee,Chinese
Enter the Dragon,Action,1973,102,7.7,Robert Clouse,Chinese
The Big Boss,Action,1971,100,7.1,Lo Wei,Chinese
Police Story,Action,1985,101,7.6,Jackie Chan,Chinese
Police Story 2,Action,1988,122,7.2,Jackie Chan,Chinese
Project A,Action,1983,106,7.5,Jackie Chan,Chinese
Drunken Master,Action,1978,111,7.6,Yuen Woo-ping,Chinese
Once Upon a Time in China,Action,1991,134,7.4,Tsui Hark,Chinese
Once Upon a Time in China II,Action,1992,113,7.3,Tsui Hark,Chinese
Once Upon a Time in China III,Action,1993,109,6.9,Tsui Hark,Chinese
The Blade,Action,1995,111,7.3,Tsui Hark,Chinese
Detective Dee: The Mystery of the Phantom Flame,Action,2010,122,6.6,Tsui Hark,Chinese
Flying Swords of Dragon Gate,Action,2011,122,6.5,Tsui Hark,Chinese
The Taking of Tiger Mountain,Action,2014,141,6.5,Tsui Hark,Chinese
A Chinese Ghost Story,Fantasy,1987,98,7.5,Ching Siu-tung,Chinese
A Chinese Ghost Story II,Fantasy,1990,104,7.0,Ching Siu-tung,Chinese
A Chinese Ghost Story III,Fantasy,1991,109,6.6,Ching Siu-tung,Chinese
The Bride with White Hair,Fantasy,1993,89,7.2,Ronny Yu,Chinese
The Bride with White Hair 2,Fantasy,1993,80,6.4,David Wu,Chinese
Rouge,Drama,1987,96,7.6,Stanley Kwan,Chinese
Center Stage,Drama,1991,154,7.7,Stanley Kwan,Chinese
Red Sorghum,Drama,1987,91,7.6,Zhang Yimou,Chinese
Ju Dou,Drama,1990,95,7.7,Zhang Yimou,Chinese
Raise the Red Lantern,Drama,1991,125,8.1,Zhang Yimou,Chinese
The Story of Qiu Ju,Drama,1992,100,7.7,Zhang Yimou,Chinese
To Live,Drama,1994,132,8.3,Zhang Yimou,Chinese
